timestamp,datetime_utc,open,high,low,close,volume
1772002800000,2026-02-25 07:00,1885.05,1894.9,1882.56,1893.2,277.069287
1772006400000,2026-02-25 08:00,1893.21,1913.07,1890.18,1910.31,504.59835254
1772010000000,2026-02-25 09:00,1910.26,1917.29,1908.19,1915.26,1248.68047495
1772013600000,2026-02-25 10:00,1915.26,1923.51,1910.48,1912.92,886.03293032
1772017200000,2026-02-25 11:00,1912.87,1927.95,1908.12,1926.02,612.47184476
1772020800000,2026-02-25 12:00,1926.26,1956.0,1922.41,1952.59,2526.74553345
1772024400000,2026-02-25 13:00,1953.0,1977.46,1952.71,1964.42,1681.53106049
1772028000000,2026-02-25 14:00,1964.42,2001.02,1962.99,1997.36,2815.68575518
1772031600000,2026-02-25 15:00,1997.86,2028.0,1987.03,2014.49,6728.81959141
1772035200000,2026-02-25 16:00,2014.56,2049.32,2013.95,2046.16,2213.20066547
1772038800000,2026-02-25 17:00,2046.81,2085.9,2044.84,2074.28,3190.84648573
1772042400000,2026-02-25 18:00,2074.28,2081.12,2057.74,2075.31,2225.938568
1772046000000,2026-02-25 19:00,2074.89,2075.6,2060.97,2071.45,1715.43239606
1772049600000,2026-02-25 20:00,2071.66,2083.44,2058.83,2075.11,1569.29415083
1772053200000,2026-02-25 21:00,2076.05,2158.6,2067.33,2100.79,4789.13298693
1772056800000,2026-02-25 22:00,2100.77,2115.29,2073.67,2084.17,1559.85650694
1772060400000,2026-02-25 23:00,2083.19,2086.68,2035.07,2056.79,2829.08219887
1772064000000,2026-02-26 00:00,2057.65,2077.8,2048.78,2062.81,1583.10403936
1772067600000,2026-02-26 01:00,2062.81,2066.58,2050.48,2058.35,737.33994977
1772071200000,2026-02-26 02:00,2058.66,2059.0,2040.01,2053.31,1205.26181776
1772074800000,2026-02-26 03:00,2053.31,2059.58,2047.41,2054.52,774.9900657
1772078400000,2026-02-26 04:00,2054.73,2083.12,2052.36,2075.13,1112.80973987
1772082000000,2026-02-26 05:00,2075.26,2075.29,2057.62,2065.9,419.78980826
1772085600000,2026-02-26 06:00,2066.48,2076.19,2060.1,2062.83,329.29321399
1772089200000,2026-02-26 07:00,2062.68,2068.38,2052.3,2053.51,333.0344396
1772092800000,2026-02-26 08:00,2053.58,2058.07,2045.5,2054.61,541.70182295
1772096400000,2026-02-26 09:00,2054.12,2077.08,2052.96,2075.17,1186.3609416
1772100000000,2026-02-26 10:00,2075.09,2082.77,2062.62,2065.67,355.52678271
1772103600000,2026-02-26 11:00,2065.7,2066.66,2053.96,2056.83,243.4674348
1772107200000,2026-02-26 12:00,2057.51,2071.98,2055.99,2069.23,202.92225003
1772110800000,2026-02-26 13:00,2069.93,2074.09,2061.91,2065.22,494.35070133
1772114400000,2026-02-26 14:00,2065.34,2077.87,2034.59,2051.17,1615.64707857
1772118000000,2026-02-26 15:00,2051.17,2054.19,2012.18,2033.12,4696.66676218
1772121600000,2026-02-26 16:00,2033.86,2039.03,1979.2,1984.08,6255.31141898
1772125200000,2026-02-26 17:00,1984.08,1998.59,1983.15,1989.2,2599.8627878
1772128800000,2026-02-26 18:00,1988.64,2009.53,1975.33,2004.02,1982.92807915
1772132400000,2026-02-26 19:00,2004.18,2033.51,2004.16,2030.56,3655.29815912
1772136000000,2026-02-26 20:00,2030.42,2041.71,2022.08,2023.84,1719.36441007
1772139600000,2026-02-26 21:00,2023.76,2035.06,2018.86,2030.34,684.77389223
1772143200000,2026-02-26 22:00,2030.99,2036.59,2027.68,2034.04,278.19021082
1772146800000,2026-02-26 23:00,2032.9,2033.64,2025.01,2027.58,1365.51866571
1772150400000,2026-02-27 00:00,2027.82,2030.92,2009.76,2013.92,704.13749539
1772154000000,2026-02-27 01:00,2014.92,2022.31,2001.42,2021.32,772.05435601
1772157600000,2026-02-27 02:00,2021.96,2034.33,2019.94,2026.16,526.98957842
1772161200000,2026-02-27 03:00,2026.16,2049.0,2019.75,2045.42,639.9503144
1772164800000,2026-02-27 04:00,2045.42,2063.0,2040.15,2042.38,835.70456013
1772168400000,2026-02-27 05:00,2042.44,2049.25,2039.37,2041.48,333.77947803
1772172000000,2026-02-27 06:00,2041.48,2042.61,2029.29,2036.4,1040.86604862
1772175600000,2026-02-27 07:00,2036.19,2040.83,2023.0,2031.55,465.66177963
1772179200000,2026-02-27 08:00,2032.53,2045.26,2028.67,2033.99,482.066115
1772182800000,2026-02-27 09:00,2033.99,2041.3,2009.07,2010.62,3541.7586646
1772186400000,2026-02-27 10:00,2010.15,2013.38,1979.25,1980.89,1563.81126465
1772190000000,2026-02-27 11:00,1981.17,1984.04,1954.1,1961.82,1761.96098739
1772193600000,2026-02-27 12:00,1962.49,1968.7,1949.71,1960.49,812.95770549
1772197200000,2026-02-27 13:00,1960.23,1967.23,1939.0,1963.51,1671.16744341
1772200800000,2026-02-27 14:00,1963.41,1964.0,1940.55,1943.41,3786.19333139
1772204400000,2026-02-27 15:00,1942.9,1959.01,1941.47,1949.42,1557.66677582
1772208000000,2026-02-27 16:00,1949.2,1949.2,1924.74,1927.72,1640.44944003
1772211600000,2026-02-27 17:00,1927.29,1934.56,1907.56,1932.7,2461.87240858
1772215200000,2026-02-27 18:00,1932.71,1933.16,1915.8,1918.05,943.5870221
1772218800000,2026-02-27 19:00,1917.96,1922.99,1912.43,1920.84,671.71902361
1772222400000,2026-02-27 20:00,1920.86,1926.09,1920.47,1922.74,382.06678498
1772226000000,2026-02-27 21:00,1923.21,1933.63,1917.19,1921.17,554.17227205
1772229600000,2026-02-27 22:00,1921.17,1926.75,1886.52,1921.21,3147.15511368
1772233200000,2026-02-27 23:00,1921.0,1932.64,1920.01,1929.13,876.73978237
1772236800000,2026-02-28 00:00,1929.86,1936.87,1924.56,1932.04,592.80445558
1772240400000,2026-02-28 01:00,1932.04,1935.78,1920.1,1925.2,203.76926514
1772244000000,2026-02-28 02:00,1924.72,1932.1,1923.09,1930.7,97.28187236
