timestamp,datetime_utc,open,high,low,close,volume
1771545600000,2026-02-20 00:00,66955.3,67436.5,66922.9,67215.8,107.12001909
1771549200000,2026-02-20 01:00,67200.1,67319.4,67125.7,67260.0,21.2379299
1771552800000,2026-02-20 02:00,67260.0,67318.7,67162.8,67240.0,17.89913279
1771556400000,2026-02-20 03:00,67225.0,67447.5,67215.4,67340.0,14.08477396
1771560000000,2026-02-20 04:00,67340.0,67358.1,67081.5,67228.7,30.69943131
1771563600000,2026-02-20 05:00,67228.7,67984.6,67177.4,67739.8,175.2628183
1771567200000,2026-02-20 06:00,67739.9,67857.5,67643.2,67815.7,43.10485935
1771570800000,2026-02-20 07:00,67815.7,67960.0,67744.6,67780.0,22.89591756
1771574400000,2026-02-20 08:00,67780.0,67912.0,67733.6,67848.5,9.4546766
1771578000000,2026-02-20 09:00,67848.5,68200.0,67848.5,68192.4,86.55394498
1771581600000,2026-02-20 10:00,68190.6,68266.3,67849.0,67898.8,41.34589938
1771585200000,2026-02-20 11:00,67898.9,67950.0,67263.6,67286.6,47.12022009
1771588800000,2026-02-20 12:00,67286.7,67555.5,67255.5,67508.9,52.18947356
1771592400000,2026-02-20 13:00,67508.9,67508.9,66450.0,66780.6,280.89714283
1771596000000,2026-02-20 14:00,66780.6,67295.7,66657.5,67060.1,194.78699779
1771599600000,2026-02-20 15:00,67060.1,68000.0,66540.5,67585.7,340.64523121
1771603200000,2026-02-20 16:00,67570.9,67887.4,67280.1,67799.8,139.37434001
1771606800000,2026-02-20 17:00,67780.1,67780.1,66965.1,67591.0,324.11554429
1771610400000,2026-02-20 18:00,67591.0,67962.0,67447.4,67904.3,146.00972842
1771614000000,2026-02-20 19:00,67904.3,67978.4,67530.4,67619.9,112.30664673
1771617600000,2026-02-20 20:00,67619.9,67798.1,67519.3,67722.0,38.34252402
1771621200000,2026-02-20 21:00,67721.9,67800.0,67620.7,67787.9,36.91025512
1771624800000,2026-02-20 22:00,67787.9,68092.9,67625.3,68050.0,261.76905027
1771628400000,2026-02-20 23:00,68050.0,68200.5,67900.0,67998.2,148.98357266
1771632000000,2026-02-21 00:00,67998.2,68006.3,67786.0,67801.1,41.16086366
1771635600000,2026-02-21 01:00,67801.1,67960.0,67801.0,67940.1,5.8968468
1771639200000,2026-02-21 02:00,67940.1,68069.6,67900.0,67980.0,13.54779754
1771642800000,2026-02-21 03:00,67980.1,67980.1,67538.0,67642.7,28.61760131
1771646400000,2026-02-21 04:00,67642.8,67818.0,67577.6,67796.8,8.31987292
1771650000000,2026-02-21 05:00,67796.9,67860.0,67796.8,67823.5,10.65148645
1771653600000,2026-02-21 06:00,67823.5,67900.0,67731.3,67759.9,10.20671114
1771657200000,2026-02-21 07:00,67760.0,67848.3,67736.4,67835.2,10.29756234
1771660800000,2026-02-21 08:00,67835.2,68048.0,67812.4,68048.0,47.57133774
1771664400000,2026-02-21 09:00,68048.0,68266.1,67960.0,68134.4,40.73803536
1771668000000,2026-02-21 10:00,68134.4,68221.6,68126.3,68175.4,47.65834548
1771671600000,2026-02-21 11:00,68175.4,68248.7,68066.2,68066.3,25.29818099
1771675200000,2026-02-21 12:00,68066.3,68178.4,67905.4,68178.3,11.14436629
1771678800000,2026-02-21 13:00,68178.3,68222.0,68105.0,68221.9,13.77467527
1771682400000,2026-02-21 14:00,68222.0,68653.3,68160.3,68428.5,114.87853686
1771686000000,2026-02-21 15:00,68423.7,68678.8,68400.0,68622.6,40.58173122
1771689600000,2026-02-21 16:00,68600.1,68600.1,68079.0,68301.1,356.96356914
1771693200000,2026-02-21 17:00,68307.3,68445.5,68184.6,68400.1,15.30968088
1771696800000,2026-02-21 18:00,68400.1,68600.0,68382.9,68543.0,64.69854996
1771700400000,2026-02-21 19:00,68543.0,68600.0,68499.7,68519.6,171.00288927
1771704000000,2026-02-21 20:00,68519.6,68580.3,68189.4,68197.8,48.20622311
1771707600000,2026-02-21 21:00,68197.7,68360.0,68166.7,68359.9,42.28265161
1771711200000,2026-02-21 22:00,68359.9,68407.7,67879.2,67962.8,46.71219961
1771714800000,2026-02-21 23:00,67962.9,68094.7,67927.7,67966.6,18.86535049
1771718400000,2026-02-22 00:00,67966.7,68030.4,67800.0,67919.9,65.55128876
1771722000000,2026-02-22 01:00,67920.0,68140.0,67919.9,68109.0,21.38083538
1771725600000,2026-02-22 02:00,68129.9,68187.9,67864.6,67892.5,29.59254007
1771729200000,2026-02-22 03:00,67892.6,68030.0,67820.0,68019.0,13.47801177
1771732800000,2026-02-22 04:00,68019.1,68058.8,67960.0,67961.4,26.63750898
1771736400000,2026-02-22 05:00,67961.5,67982.3,67866.4,67939.9,6.52163178
1771740000000,2026-02-22 06:00,67940.0,68155.7,67939.9,68033.7,29.72853876
1771743600000,2026-02-22 07:00,68033.7,68080.3,67974.0,68000.1,13.69886616
1771747200000,2026-02-22 08:00,68000.1,68000.1,67918.5,67960.0,7.05692388
1771750800000,2026-02-22 09:00,67948.1,68077.4,67948.0,68060.0,29.76976588
1771754400000,2026-02-22 10:00,68060.1,68124.4,68010.1,68124.3,14.9697406
1771758000000,2026-02-22 11:00,68124.4,68214.5,68124.3,68195.2,13.16641959
1771761600000,2026-02-22 12:00,68195.2,68202.1,67900.0,67934.9,106.95561319
1771765200000,2026-02-22 13:00,67935.0,68000.0,67561.3,67634.1,147.06077823
1771768800000,2026-02-22 14:00,67634.1,67663.0,67348.7,67430.9,182.07640037
1771772400000,2026-02-22 15:00,67431.0,67789.7,67285.1,67668.2,47.64240917
1771776000000,2026-02-22 16:00,67668.2,67668.2,67494.6,67614.6,117.85469454
1771779600000,2026-02-22 17:00,67614.6,67614.6,67180.0,67328.6,65.72641815
1771783200000,2026-02-22 18:00,67358.5,67435.8,67301.9,67413.5,18.42749576
1771786800000,2026-02-22 19:00,67413.5,67450.0,67374.6,67389.1,29.15872539
1771790400000,2026-02-22 20:00,67389.1,67446.7,67321.1,67350.9,72.74920822
1771794000000,2026-02-22 21:00,67350.9,67594.7,67350.9,67590.7,39.86457523
1771797600000,2026-02-22 22:00,67590.7,67709.1,67461.8,67653.6,20.81675562
1771801200000,2026-02-22 23:00,67653.7,67684.7,67447.0,67612.1,16.53972153
1771804800000,2026-02-23 00:00,67612.1,67653.3,66701.3,66715.4,115.6110147
1771808400000,2026-02-23 01:00,66715.4,66715.4,64203.2,64417.4,620.70215848
1771812000000,2026-02-23 02:00,64410.7,64886.7,64334.3,64774.2,100.67752454
1771815600000,2026-02-23 03:00,64774.3,65025.0,64688.5,64940.1,67.33884702
1771819200000,2026-02-23 04:00,64940.1,65012.6,64679.9,64810.1,37.52869164
1771822800000,2026-02-23 05:00,64810.1,65201.3,64810.0,65039.9,190.0939851
1771826400000,2026-02-23 06:00,65040.0,65770.4,65024.2,65749.7,56.48240939
1771830000000,2026-02-23 07:00,65749.7,65983.7,65654.5,65943.6,203.30338472
1771833600000,2026-02-23 08:00,65943.6,65943.6,65580.0,65672.1,28.87011457
1771837200000,2026-02-23 09:00,65672.1,66428.8,65672.0,66400.1,71.36799054
1771840800000,2026-02-23 10:00,66396.8,66562.5,66232.0,66315.6,56.37951354
1771844400000,2026-02-23 11:00,66315.6,66476.5,66118.7,66199.9,55.32968003
